Nama Produk,SKU / Kode Produk,Barcode,Kategori,Satuan Dasar,Merk / Brand,Lokasi / Rak,Hitung Stok (ya/tidak),Harga Modal / Beli,Harga Jual Eceran,Harga Jual Grosir,Harga Jual Promo,Diskon per Item (Rp),Stok di Rak / Display,Stok di Gudang,Stok Minimum,Stok Minimum Gudang,Satuan Beli dari Supplier,Isi per Satuan Beli,Satuan Jual Besar,Harga Jual Besar Satuan,Harga Jual Besar Grosir,Harga Jual Besar Promo,Produk Master (ID),Qty Isi per Paket,Jenis Isi Paket,Satuan Isi Paket,HPP (AVCO),Total Aset
"KABEL ETERNA NYMHY 2 X 0,75",ENYMHY27,ENYMHY27,Listrik,MTR,,,ya,10281,14000,0,,0,145,0,5,,ROL,50,ROL,650000,0,,,,,,0,0
KABEL ROLL GULUNG 10M LAMPU TRM,KRL10TRM,KRL10TRM,Listrik,PCS,,,ya,35773,42000,0,,0,5,0,5,,,1,,,,,,,,,0,0
KABEL ROLL GULUNG 6M GEPENG TRM,KBRL6TRM,KBRL6TRM,Listrik,PCS,,,ya,21179,25000,0,,0,5,0,5,,,1,,,,,,,,,0,0
KACAMATA GERINDA BENING,MKACGRDB,MKACGRDB,Perlengkapan Safety,PCS,,,tidak,0,7000,0,0,0,0,0,5,,,1,,,,,,,,,0,0
KACAMATA LAS AUTO GELAP XENON,KCMLASAG,MNOKAC01,Perlengkapan Safety,PCS,,,tidak,0,50000,0,,0,0,0,5,,,1,,,,,,,,,0,0
KACAMATA LAS HITAM XENON,MKCLAHTM,MKCLAHTM,Perlengkapan Safety,PCS,,,tidak,0,8000,0,0,0,0,0,5,,,1,,,,,,,,,0,0
KANEBO,MNOKAN01,MNOKAN01,Umum,PCS,,,tidak,0,15000,0,,0,0,0,5,,PCS,1,,,,,,,,,0,0
KAPASITOR BULAT 10UF ISCO,KS BLT 10,MISKAP01,Umum,PCS,ISCO,,tidak,0,16000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
KAPASITOR BULAT 12UF ISCO,KS BLT 12,MISKAP02,Umum,PCS,ISCO,,tidak,0,17000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
KAPASITOR BULAT 16UF ISCO,KS BLT 16,MISKAP03,Umum,PCS,ISCO,,tidak,0,15100,0,0,0,0,0,3,,,1,,,,,,,,,0,0
KAPASITOR BULAT 8UF ISCO,KS BLT 8,MISKAP04,Umum,PCS,ISCO,,tidak,0,15000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
KAPSTOK BAJU 4 HOOK,MNOKAP01,MNOKAP01,Umum,PCS,,Area 03,tidak,0,45000,0,0,0,0,0,5,,PCS,1,,,,,,,,,0,0
KARET KAKI KURSI,MNOKAR01,MNOKAR01,Umum,PCS,,Area 04,tidak,0,2000,0,0,0,0,0,5,,PCS,1,,,,,,,,,0,0
KAWAT BENDRAT (PER KG),KAWBEND,MNOKAW02,Alat tukang,KLG,,,tidak,0,28000,0,,0,0,0,5,,KLG,24,,,,,,,,,0,0
KAWAT CUCI PIRING BESAR NATUNA,KWTCPKCN,KWTCPKCN,Plastik,PCS,,,ya,4000,7000,0,,0,0,4,5,,,1,,,,,,,,,0,0
KAWAT CUCI PIRING KECIL WIN,KWTCPKCW,KWTCPKCW,Plastik,PCS,,,ya,2000,3500,0,,0,0,5,5,,,1,,,,,,,,,0,0
KAWAT LAS NIKKO RD-260 2.0 1 KG,MNIKAW01,MNIKAW01,Umum,PCS,NIKKO,Area 02,tidak,0,55000,0,,0,0,0,5,,PCS,1,,,,,,,,,0,0
KAWAT LAS NIKKO RD-260 2.6 1 KG,MNIKAW02,MNIKAW02,Umum,PCS,NIKKO,Area 02,tidak,0,45000,0,,0,0,0,5,,PCS,1,,,,,,,,,0,0
KAWAT LOKET 1/2 PUTIH PATRI GRT,KWL1/2PTH GRT,MGRKAW01,Umum,MTR,GRT,,tidak,0,20000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
KAWAT LOKET 1/2 PVC BLANKE,KWL1/2PVC BL,MBLKAW01,Umum,MTR,BLANKE,,tidak,0,20000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
KAWAT LOKET 1/2 PVC HMI,KWL1/2PVC HMI,MHMKAW01,Umum,MTR,HMI,,tidak,0,20000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
KAWAT LOKET 1/2 PVC R2B,KWL1/2PVC NI,MR2KAW01,Umum,MTR,R2B,,tidak,0,20000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
KAWAT LOKET 1/4 PVC BLANKE,KWL1/4PVC BL,MBLKAW02,Umum,MTR,BLANKE,,tidak,0,25000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
KAWAT SELING GALVANIS 6 MM,KWT SL GALV 6,MNOKAW01,Umum,PCS,,,tidak,0,4400000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
KEBASAN SAPU KASUR,SAPKASUR,MNOKEB01,Rumah tangga,PCS,,,tidak,15000,20000,0,,0,0,0,5,,,1,,,,,,,,,0,0
KEPALA BOR 10MM 3/8”,MNOKEP02,MNOKEP02,Alat teknik,PCS,,Area 01,tidak,0,0,0,0,0,0,0,5,,PCS,1,,,,,,,,,0,0
KEPALA BOR 13MM 1/2”,MNOKEP01,MNOKEP01,Alat teknik,PCS,,Area 01,tidak,0,0,0,0,0,0,0,5,,PCS,1,,,,,,,,,0,0
KEPALA BOR 16MM,MNOKEP03,MNOKEP03,Alat teknik,PCS,,Area 01,tidak,0,0,0,0,0,0,0,5,,PCS,1,,,,,,,,,0,0
KEPALA JET SHOWER,MNOKEP04,MNOKEP04,Umum,PCS,,,tidak,0,25000,0,0,0,0,0,5,,PCS,1,,,,,,,,,0,0
KERANJANG LAUNDRY DUAL TONE PREM,MNOKER03,MNOKER03,Plastik,PCS,,,ya,44200,68000,68000,,0,1,0,3,,,1,,,,,,,,,44200,44200
KERANJANG LAUNDRY HELMUT HYPER,KRJLHEHY,MNOKER01,Plastik,PCS,,,tidak,0,60000,0,,0,0,0,5,,,1,,,,,,,,,0,0
KERANJANG LAUNDRY HYPER,MNOKER04,MNOKER04,Plastik,PCS,,,ya,52000,78000,78000,,0,2,0,3,,,1,,,,,,,,,52000,104000
KERANJANG LAUNDRY PREM,MNOKER02,MNOKER02,Plastik,PCS,,,ya,44200,68000,68000,,0,2,0,3,,,1,,,,,,,,,44200,88400
KERANJANG ROTANO PREM + TUTUP,KJGRTPRT,KJGRTPRT,Plastik,PCS,,,ya,0,35000,0,,0,0,10,5,,,1,,,,,,,,,0,0
KERANJANG SAMPAH 121 TR05 HYPER,MNOKER11,MNOKER11,Plastik,PCS,,,ya,12458,22000,22000,,0,5,0,3,,,1,,,,,,,,,12458,62290
KERANJANG SAMPAH 121 TR05 PREM,MNOKER10,MNOKER10,Plastik,PCS,,,ya,10292,18000,18000,,0,6,0,3,,,1,,,,,,,,,10292,61752
KERANJANG SAMPAH BESAR HYPER,MNOKER09,MNOKER09,Plastik,PCS,,,ya,8938,16000,16000,,0,6,0,3,,,1,,,,,,,,,8938,53628
KERANJANG SAMPAH BULAT HYPER,MNOKER07,MNOKER07,Plastik,PCS,,,ya,9209,16000,16000,,0,6,0,3,,,1,,,,,,,,,9209,55254
KERANJANG SAMPAH BULAT SUPER,MNOKER08,MNOKER08,Plastik,PCS,,,ya,4171,9000,9000,,0,6,0,3,,,1,,,,,,,,,4171,25026
KERANJANG SAMPAH TANGGUNG HYPER,MNOKER06,MNOKER06,Plastik,PCS,,,ya,8667,15000,15000,,0,6,0,3,,,1,,,,,,,,,8667,52002
KERANJANG SAMPAH TANGGUNG PREM,MNOKER05,MNOKER05,Plastik,PCS,,,ya,6500,11000,11000,,0,6,0,3,,,1,,,,,,,,,6500,39000
KERANJANG SAMPAH TR06 HYPER,MNOKER12,MNOKER12,Plastik,PCS,,,ya,13000,23000,23000,,0,6,0,3,,,1,,,,,,,,,13000,78000
KERANJANG SAMPAH TR06 PREM,MNOKER13,MNOKER13,Plastik,PCS,,,ya,10834,19000,19000,,0,6,0,3,,,1,,,,,,,,,10834,65004
KERANJANG SERBAGUNA BESAR,KERSBGBS,MNOKER16,Plastik,PCS,,,tidak,19000,24000,0,,0,0,0,5,,,1,,,,,,,,,0,0
KERANJANG SERBAGUNA KECIL,KERSBGKC,MNOKER14,Plastik,PCS,,,tidak,10100,13000,0,,0,0,0,5,,,1,,,,,,,,,0,0
KERANJANG SERBAGUNA NAMPAN,KERSBGNM,MNOKER15,Plastik,PCS,,,tidak,16900,21000,0,,0,0,0,5,,,1,,,,,,,,,0,0
KEREKAN SUMUR ECO (HIJAU) HKS002,KR SUMUR HJ,MHIKER01,Umum,PCS,HIOSHI,,tidak,0,15732,0,0,0,0,0,3,,,1,,,,,,,,,0,0
KESET BULU,KESETBL,KESETBL,Plastik,PCS,,,ya,30000,42000,0,,0,0,3,5,,,1,,,,,,,,,0,0
KESET CENDOL,KESETCND,KESETCND,Plastik,PCS,,,ya,25000,35000,0,,0,0,2,5,,,1,,,,,,,,,0,0
KESET HANDUK MOTIF,KESHANMO,KESHANMO,Plastik,PCS,,,ya,16670,25000,0,,0,7,0,5,,,1,,,,,,,,,0,0
KESET KAIN PERCA,KESKAPER,KESKAPER,Plastik,PCS,,,ya,4000,7000,0,,0,0,5,5,,,1,,,,,,,,,0,0
KESET MIKA PRINT,KESETMPR,KESETMPR,Plastik,PCS,,,ya,29000,40000,0,,0,0,3,5,,,1,,,,,,,,,0,0
"KESET SERABUT ",KESETSRB,KESETSRB,Plastik,PCS,,,ya,14000,21000,0,,0,0,3,5,,,1,,,,,,,,,0,0
KIKIR BAUT 4,MNOKIK03,MNOKIK03,Alat tukang,PCS,,,tidak,0,0,0,0,0,0,9,3,,,1,,,,,,,,,0,0
KIKIR BULAT,KKR BLT,MORKIK01,Umum,PCS,OREGON,,tidak,0,52500,0,0,0,0,0,3,,,1,,,,,,,,,0,0
"KIKIR CHAIN SAW TEKIRO 4,8 X 200",MTEKIK01,MTEKIK01,Alat teknik,PCS,TEKIRO,Area 02,ya,12900,15000,0,,0,5,0,3,,,1,,,,,,,,,0,0
KIKIR GRT 4',KKR GRT 4,MGRKIK01,Umum,PCS,GRT,,tidak,0,54625,0,0,0,0,0,3,,,1,,,,,,,,,0,0
KIKIR GRT 5',KKR GRT 5,MGRKIK02,Umum,PCS,GRT,,tidak,0,71250,0,0,0,0,0,3,,,1,,,,,,,,,0,0
"KIKIR INDIA 3,5""",KIKIN35,KIKIN35,Alat tukang,PCS,,,tidak,0,20000,0,,0,0,0,5,,,1,,,,,,,,,0,0
"KIKIR INDIA 4""",MNOKIK02,MNOKIK02,Alat tukang,PCS,,,tidak,0,20000,0,,0,0,12,3,,,1,,,,,,,,,0,0
KIKIR PEDANG 4,MNOKIK04,MNOKIK04,Alat tukang,PCS,,,tidak,0,0,0,0,0,0,11,3,,,1,,,,,,,,,0,0
"KIKIR PLAT HALUS 8"" TEKIRO",KIKPH8TK,KIKPH8TK,Alat teknik,PCS,TEKIRO,,ya,42350,48000,0,,0,2,0,5,,,1,,,,,,,,,0,0
KIKIR SEGITIGA TEKIRO 4”,MTEKIK02,MTEKIK02,Alat teknik,PCS,TEKIRO,Area 02,ya,12300,15000,0,,0,5,0,3,,,1,,,,,,,,,0,0
KIPAS ANGIN COSMOS DINDING 16-WFC,MCOKIP01,MCOKIP01,Rumah tangga,PCS,COSMOS,Area 04,tidak,251600,300000,0,,0,0,0,5,,,1,,,,,,,,,0,0
KIPAS ANGIN COSMOS MEJA 12-DSE,MCOKIP02,MCOKIP02,Rumah tangga,PCS,COSMOS,Area 04,tidak,221500,270000,0,,0,0,0,5,,,1,,,,,,,,,0,0
KIPAS ANGIN COSMOS MEJA 9-LDA,MCOKIP03,MCOKIP03,Rumah tangga,PCS,COSMOS,Area 04,tidak,171400,205000,0,,0,0,0,5,,,1,,,,,,,,,0,0
KIPAS ANGIN COSMOS STAND FAN 16-SDB,MCOKIP04,MCOKIP04,Rumah tangga,PCS,COSMOS,Area 04,tidak,238800,285000,0,,0,0,0,5,,,1,,,,,,,,,0,0
KIPAS ANGIN MASPION DINDING MWF-31 K,MNOKIP01,MNOKIP01,Rumah tangga,PCS,,Area 04,tidak,315000,375000,0,,0,0,0,5,,,1,,,,,,,,,0,0
KIPAS ANGIN MASPION DINDING MWF-37 K,MNOKIP02,MNOKIP02,Rumah tangga,PCS,,Area 04,tidak,337000,400000,0,,0,0,0,5,,,1,,,,,,,,,0,0
KIPAS ANGIN MASPION DINDING MWF-41 K,MNOKIP03,MNOKIP03,Rumah tangga,PCS,,Area 04,tidak,358500,430000,0,,0,0,0,5,,,1,,,,,,,,,0,0
KIPAS ANGIN MASPION KOTAK EX-2109 T,MNOKIP04,MNOKIP04,Rumah tangga,PCS,,Area 04,tidak,303600,340000,0,,0,0,0,5,,,1,,,,,,,,,0,0
KIPAS ANGIN MASPION MEJA EX-307,MNOKIP05,MNOKIP05,Rumah tangga,PCS,,Area 04,tidak,258000,310000,0,,0,0,0,5,,,1,,,,,,,,,0,0
KIPAS ANGIN MASPION MEJA F-23 D,MNOKIP06,MNOKIP06,Rumah tangga,PCS,,Area 04,tidak,211400,240000,0,,0,0,0,5,,,1,,,,,,,,,0,0
KIPAS ANGIN MASPION ORBIT MOF-401 P,MNOKIP07,MNOKIP07,Rumah tangga,PCS,,Area 04,tidak,485500,530000,0,,0,0,0,5,,,1,,,,,,,,,0,0
KIPAS ANGIN MIYAKO DINDING KAW-1662 GB,MMIKIP01,MMIKIP01,Rumah tangga,PCS,MIYAKO,Area 04,tidak,242200,285000,0,,0,0,0,5,,,1,,,,,,,,,0,0
KIPAS ANGIN MIYAKO MEJA KAD-1227 PL,MMIKIP02,MMIKIP02,Rumah tangga,PCS,MIYAKO,Area 04,tidak,197300,230000,0,,0,0,0,5,,,1,,,,,,,,,0,0
KIPAS ANGIN MIYAKO MEJA KAD-927 BPL,MMIKIP03,MMIKIP03,Rumah tangga,PCS,MIYAKO,Area 04,tidak,151500,182000,0,,0,0,0,5,,,1,,,,,,,,,0,0
KIPAS ANGIN MIYAKO STAND FAN KAS-1607 PL,MMIKIP04,MMIKIP04,Rumah tangga,PCS,MIYAKO,Area 04,tidak,224000,270000,0,,0,0,0,5,,,1,,,,,,,,,0,0
KLEM 1” JAYA,MJAKLE03,MJAKLE03,Umum,PCS,JAYA,Area 03,tidak,0,2000,0,,0,0,850,5,,PCS,1,,,,,,,,,0,0
KLEM AW 1/2” JAYA,MJAKLE01,MJAKLE01,Umum,PCS,JAYA,Area 03,tidak,0,1000,0,,0,0,1300,5,,PCS,1,,,,,,,,,0,0
KLEM AW 3/4” JAYA,MJAKLE02,MJAKLE02,Umum,PCS,JAYA,Area 03,ya,0,1500,0,,0,0,1093,5,,PCS,1,,,,,,,,,0,0
KLEM F TEKIRO 12”,MTEKLE02,MTEKLE02,Umum,PCS,TEKIRO,Area 02,ya,149500,240000,0,,0,1,0,5,,PCS,1,,,,,,,,,0,0
KLEM F TEKIRO 6”,MTEKLE01,MTEKLE01,Umum,PCS,TEKIRO,Area 02,ya,143750,165000,0,,0,1,0,5,,PCS,1,,,,,,,,,0,0
KLEM SELANG STAINLESS 1/2,KLSLSS12,MNOKLE03,Rumah tangga,PCS,,,tidak,0,600,0,,0,0,0,5,,BOX,100,BOX,60000,0,,,,,,0,0
KLEM SELANG STAINLESS 1/2 (5 PCS),KLSLSS12-PAKET,MNOKLE04,Rumah tangga,BKS,,,tidak,0,10000,0,,0,0,0,5,,,1,,,,,2995,5,FIXED_RATIO,PCS,0,0
"KLEM SELANG STAINLESS 3/4 ",KLSLSS34,MNOKLE01,Rumah tangga,PCS,,,tidak,0,600,0,,0,0,0,5,,BOX,100,BOX,60000,0,,,,,,0,0
KLEM SELANG STAINLESS 3/4 (5 PCS),KLSLSS34-PAKET,MNOKLE02,Rumah tangga,BKS,,,tidak,0,10000,0,,0,0,0,5,,,1,,,,,2991,5,FIXED_RATIO,PCS,0,0
KNEE DRAT DALAM 1/2 X 3/4 KUNINGAN,MKNEEDD01,MNOKNE01,Sanitary,PCS,,,tidak,0,9000,0,,0,0,0,5,,,1,,,,,,,,,0,0
KNEE DRAT DALAM 3/4 KUNINGAN,KNDDPL34,MNOKNE02,Sanitary,PCS,,,tidak,0,6000,0,,0,0,0,5,,,1,,,,,,,,,0,0
KNEE TS 1” JAYA,MJAKNE03,MJAKNE03,Umum,PCS,JAYA,Area 03,ya,0,6000,0,0,0,0,225,5,,PCS,1,,,,,,,,,0,0
KNEE TS 1/2” JAYA,MJAKNE01,MJAKNE01,Umum,PCS,JAYA,Area 03,ya,0,3000,0,0,0,0,1849,5,,PCS,1,,,,,,,,,0,0
KNEE TS 3/4” JAYA,MJAKNE02,MJAKNE02,Umum,PCS,JAYA,Area 03,ya,0,3500,0,0,0,0,192,5,,PCS,1,,,,,,,,,0,0
KOMPOR COR SUNRISE SR 30 AUTO,MSUKOM01,MSUKOM01,Rumah tangga,PCS,SUNRISE,Area 04,tidak,0,390000,0,0,0,0,0,5,,,1,,,,,,,,,0,0
KOMPOR COR SUNRISE SR 40 AUTO,MSUKOM02,MSUKOM02,Rumah tangga,PCS,SUNRISE,Area 04,tidak,0,390000,0,0,0,0,0,5,,,1,,,,,,,,,0,0
KOMPOR JOS KMA 202 SUNRISE,MSUKOM03,MSUKOM03,Rumah tangga,PCS,SUNRISE,Area 04,tidak,0,100000,0,0,0,0,0,5,,,1,,,,,,,,,0,0
KOMPOR JOS KMA 203 SUNRISE,MSUKOM04,MSUKOM04,Rumah tangga,PCS,SUNRISE,Area 04,tidak,0,110000,0,0,0,0,0,5,,,1,,,,,,,,,0,0
KOMPOR JOS KMA 768 SUNRISE,MSUKOM05,MSUKOM05,Rumah tangga,PCS,SUNRISE,Area 04,tidak,0,130000,0,0,0,0,0,5,,,1,,,,,,,,,0,0
KOMPOR MAWAR SUNRISE SR 30 SL,MSUKOM09,MSUKOM09,Rumah tangga,PCS,SUNRISE,Area 04,tidak,0,540000,0,0,0,0,0,5,,,1,,,,,,,,,0,0
KOMPOR MAWAR SUNRISE SR 305 AUTO,MSUKOM11,MSUKOM11,Rumah tangga,PCS,SUNRISE,Area 04,tidak,0,280000,0,0,0,0,0,5,,,1,,,,,,,,,0,0
KOMPOR MAWAR SUNRISE SR 5E AUTO,MSUKOM10,MSUKOM10,Rumah tangga,PCS,SUNRISE,Area 04,tidak,0,470000,0,0,0,0,0,5,,,1,,,,,,,,,0,0
KOMPOR MIYAKO 2 TUNGKU KG-302C,MMIKOM01,MMIKOM01,Rumah tangga,PCS,MIYAKO,Area 04,tidak,272200,320000,0,,0,0,0,5,,,1,,,,,,,,,0,0
KOMPOR RINNAI 1 TUNGKU RI-201S,MRIKOM01,MRIKOM01,Rumah tangga,PCS,RINNAI,Area 04,tidak,173100,200000,0,,0,0,0,5,,,1,,,,,,,,,0,0
KOMPOR RINNAI 1 TUNGKU RI-511C,MRIKOM02,MRIKOM02,Rumah tangga,PCS,RINNAI,Area 04,tidak,200600,225000,0,,0,0,0,5,,,1,,,,,,,,,0,0
KOMPOR RINNAI 2 TUNGKU RI-522C,MRIKOM03,MRIKOM03,Rumah tangga,PCS,RINNAI,Area 04,tidak,348700,415000,0,,0,0,0,5,,,1,,,,,,,,,0,0
KOMPOR RINNAI 2 TUNGKU RI-522E,MRIKOM04,MRIKOM04,Rumah tangga,PCS,RINNAI,Area 04,tidak,390300,450000,0,,0,0,0,5,,,1,,,,,,,,,0,0
KOMPOR RINNAI 2 TUNGKU RI-712A,MRIKOM05,MRIKOM05,Rumah tangga,PCS,RINNAI,Area 04,tidak,566000,625000,0,,0,0,0,5,,,1,,,,,,,,,0,0
KOMPOR RINNAI 2 TUNGKU RI-712BGX,MRIKOM06,MRIKOM06,Rumah tangga,PCS,RINNAI,Area 04,tidak,617500,700000,0,,0,0,0,5,,,1,,,,,,,,,0,0
KOMPOR RINNAI 2 TUNGKU RI-712T,MRIKOM07,MRIKOM07,Rumah tangga,PCS,RINNAI,Area 04,tidak,639100,720000,0,,0,0,0,5,,,1,,,,,,,,,0,0
KOMPOR SUNRISE SR 12 E,MSUKOM06,MSUKOM06,Rumah tangga,PCS,SUNRISE,Area 04,tidak,0,1150000,0,0,0,0,0,5,,,1,,,,,,,,,0,0
KOMPOR SUNRISE SR 30 SL,MSUKOM07,MSUKOM07,Rumah tangga,PCS,SUNRISE,Area 04,tidak,0,540000,0,0,0,0,0,5,,,1,,,,,,,,,0,0
KOMPOR SUNRISE SR 5 E,MSUKOM08,MSUKOM08,Rumah tangga,PCS,SUNRISE,Area 04,tidak,0,380000,0,0,0,0,0,5,,,1,,,,,,,,,0,0
KONEKTOR KABEL LAS FEMALE 10-25 LAZARO,MLAKON01,MLAKON01,Alat teknik,PCS,LAZARO,Area 02,tidak,0,10000,0,,0,0,0,5,,,1,,,,,,,,,0,0
KONEKTOR KABEL LAS MALE 10-25 LAZARO,MLAKON02,MLAKON02,Alat teknik,PCS,LAZARO,Area 02,tidak,0,10000,0,,0,0,0,5,,,1,,,,,,,,,0,0
KONEKTOR KABEL LAS MALE 35-50 LAZARO,MLAKON03,MLAKON03,Alat teknik,PCS,LAZARO,Area 02,tidak,0,20000,0,,0,0,0,5,,,1,,,,,,,,,0,0
KONEKTOR KABEL LAS MALE 50-70 LAZARO,MLAKON04,MLAKON04,Alat teknik,PCS,LAZARO,Area 02,tidak,0,30000,0,,0,0,0,5,,,1,,,,,,,,,0,0
KONEKTOR LED STRIP HUBEN 8MM,KONLEDSH,MNOKON01,Listrik,PCS,,,ya,0,5000,0,,0,100,0,5,,BOX,100,,,,,,,,,0,0
KONTRA GEPENG STD 344 LN BROCO,MBRKON01,MBRKON01,Listrik,PCS,BROCO,Area 05,tidak,0,0,0,0,0,0,0,5,,,1,,,,,,,,,0,0
KOP KACA 1 HEAD PRESSURE GAUGE HASSTON 2200-011,MHAKOP01,MHAKOP01,Alat teknik,PCS,HASSTON,Area 02,tidak,218500,250000,0,,0,0,0,5,,,1,,,,,,,,,0,0
KRAN ANGIN KOMPRESOR 1/4 HATO,KRKMHATO,KRKMHATO,Alat teknik,PCS,,,tidak,0,16000,0,,0,0,0,5,,,1,,,,,,,,,0,0
"KRAN ANGIN KOMPRESOR 1/4"" HASSTON 3950-103",MHAKRA02,MHAKRA02,Alat teknik,PCS,HASSTON,Area 02,tidak,0,35000,0,0,0,0,0,5,,,1,,,,,,,,,0,0
"KRAN ANGIN KOMPRESOR 3/8"" HASSTON 3950-102",MHAKRA01,MHAKRA01,Alat teknik,PCS,HASSTON,Area 02,tidak,0,35000,0,0,0,0,0,5,,,1,,,,,,,,,0,0
KRAN ANGSA FLEXIBEL MEJA WF2035 ISCO,KR FLEX WF2035,MISKRA07,Umum,PCS,ISCO,,tidak,0,50000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
KRAN ANGSA FLEXIBEL SKL,KR ANG FL,MSKKRA01,Umum,PCS,SKL,,tidak,0,68364.32,0,0,0,0,0,3,,,1,,,,,,,,,0,0
KRAN ANGSA FLEXIBEL ULIR SKL,KR ANG FLUL,MSKKRA02,Umum,PCS,SKL,,tidak,0,68364.32,0,0,0,0,0,3,,,1,,,,,,,,,0,0
KRAN ANGSA FLEXIBLE 977 EXECUTIVE 1/2,KR ANGEXE01,MEXKRA01,Umum,PCS,EXECUTIVE,,tidak,0,74272.8,0,0,0,0,0,3,,,1,,,,,,,,,0,0
"KRAN ANGSA FLEXIBLE EINER ",MKRGFLEI,MKRGFLEI,Sanitary,PCS,,,tidak,0,90000,0,0,0,0,0,5,,,1,,,,,,,,,0,0
KRAN ANGSA FLEXIBLE S/S ISCO WF501,KR FLEX WF501,MISKRA09,Umum,PCS,ISCO,,tidak,0,75000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
KRAN ANGSA FLEXIBLE WARNA,MKRFLWR,MNOKRA13,Sanitary,PCS,,,tidak,0,70000,0,,0,0,0,5,,,1,,,,,,,,,0,0
KRAN ANGSA FLEXIBLE WF2037 ISCO,KR FLEX WF2037,MISKRA08,Umum,PCS,ISCO,,tidak,0,40000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
KRAN ANGSA JOPEX,MKRAGSJP,MKRAGSJP,Sanitary,PCS,,,tidak,0,140000,0,0,0,0,0,5,,,1,,,,,,,,,0,0
KRAN ANGSA PATEN 976 EXECUTIVE 1/2,KR ANGPT01,MEXKRA02,Umum,PCS,EXECUTIVE,,tidak,0,33636.41,0,0,0,0,0,3,,,1,,,,,,,,,0,0
KRAN ANGSA PVC CAB WARNA,MKRACABW,MKRACABW,Sanitary,PCS,,,tidak,0,20000,0,,0,0,0,5,,,1,,,,,,,,,0,0
KRAN ANGSA PVC ISCO,KR ANGPVC ISCO,MISKRA01,Umum,PCS,ISCO,,tidak,0,22500,0,0,0,0,0,3,,,1,,,,,,,,,0,0
KRAN ANGSA PVC SOLIGEN W2,KRASOLW2,MNOKRA06,Sanitary,PCS,,,tidak,0,55000,0,,0,0,0,5,,,1,,,,,,,,,0,0
KRAN CABANG CAMEL,KRCABCML,MNOKRA07,Sanitary,PCS,,,tidak,0,35000,0,,0,0,0,5,,,1,,,,,,,,,0,0
KRAN CABANG IGM IK-058,MIGKRA04,MIGKRA04,Umum,PCS,IGM,,tidak,0,185000,0,0,0,0,0,5,,PCS,1,,,,,,,,,0,0
KRAN CABANG ONDA K 406 CTG 1/2,MXRSTK406COND,MONKRA14,Umum,PCS,ONDA,,tidak,0,178500,0,0,0,0,0,3,,,1,,,,,,,,,0,0
"KRAN CABANG ONDA K-TUL 1/2""",ACSCHKTU12OND,MONKRA13,Umum,PCS,ONDA,,tidak,0,110000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
KRAN CABANG SPOT,KRCABSP,MNOKRA12,Sanitary,PCS,,,ya,0,50000,0,,0,3,6,5,,,1,,,,,,,,,0,0
KRAN CABANG/DOUBLE ISCO S/S WD 201,KR CBNG WD201,MISKRA06,Umum,PCS,ISCO,,tidak,0,28500,0,0,0,0,0,3,,,1,,,,,,,,,0,0
KRAN CHROME BALING WT1039 / KRAN TEMBOK,KR TGK WT1039,MISKRA14,Umum,PCS,ISCO,,tidak,0,20000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
"KRAN DAPUR ONDA V 637 T 1/2""",STPKNV637TOND,MONKRA09,Umum,PCS,ONDA,,tidak,0,97000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
"KRAN DAPUR TANAM ONDA V-SUS 1/2""",KRNSTVSU12OND,MONKRA11,Umum,PCS,ONDA,,tidak,0,179500,0,0,0,0,0,3,,,1,,,,,,,,,0,0
KRAN DAPUR TANAM ONDA V-SUS FLEXIBEL 1/2,KRNSTFLTANOND,MNOKRA01,Umum,PCS,,,tidak,0,225000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
KRAN DAPUR TANAM V-TUL FLEXI ONDA,KRNBSTBK 12OND,MONKRA07,Umum,PCS,ONDA,,tidak,0,187000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
"KRAN DAPUR TEMBOK ONDA V-SUS FLEXI 1/2""",KRNSTFL TEMOND,MONKRA08,Umum,PCS,ONDA,,tidak,0,251000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
KRAN DAPUR TEMBOK ONDA V-TUL FLEXIBEL,KRNBSTNM12OND,MONKRA10,Umum,PCS,ONDA,,tidak,0,187000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
KRAN DISPENSER DORONG BIRU,KRDISDRB,MNOKRA09,Rumah tangga,PCS,,,ya,0,15000,0,,0,5,4,5,,,1,,,,,,,,,0,0
